"Plot Title: Mseleni TC "
"#","Date Time, GMT+02:00","Rainfall, mm (LGR S/N: 20112167, SEN S/N: 20112167)","Host Connected (LGR S/N: 20112167)","Coupler Detached (LGR S/N: 20112167)","Coupler Attached (LGR S/N: 20112167)","End Of File (LGR S/N: 20112167)"
173,11/08/2021 01:15:34,43.180,,,,
174,11/08/2021 01:38:41,43.434,,,,
175,11/08/2021 01:52:32,43.688,,,,
176,11/08/2021 02:00:52,43.942,,,,
177,11/08/2021 02:05:13,44.196,,,,
178,11/08/2021 02:08:51,44.450,,,,
179,11/08/2021 02:11:43,44.704,,,,
180,11/08/2021 02:14:49,44.958,,,,
181,11/08/2021 02:17:42,45.212,,,,
182,11/08/2021 02:21:57,45.466,,,,
183,11/08/2021 02:26:02,45.720,,,,
184,11/08/2021 02:32:02,45.974,,,,
185,11/08/2021 02:44:28,46.228,,,,
186,11/08/2021 03:33:28,46.482,,,,
187,11/09/2021 02:51:54,46.736,,,,
188,11/14/2021 07:01:05,46.990,,,,
189,11/14/2021 08:56:30,47.244,,,,
190,11/17/2021 10:57:40,,,,Logged,
191,11/17/2021 10:57:47,,Logged,,,
192,11/17/2021 10:58:23,,,Logged,,
193,11/20/2021 06:13:51,47.498,,,,
194,11/20/2021 14:33:41,47.752,,,,
195,11/20/2021 14:38:03,48.006,,,,
196,11/20/2021 20:45:16,48.260,,,,
197,11/20/2021 20:52:23,48.514,,,,
198,11/20/2021 21:04:00,48.768,,,,
199,11/22/2021 01:05:13,49.022,,,,
200,11/22/2021 03:35:04,49.276,,,,
201,11/22/2021 04:41:17,49.530,,,,
202,11/22/2021 04:41:51,49.784,,,,
203,11/22/2021 04:42:56,50.038,,,,
204,11/22/2021 04:52:09,50.292,,,,
205,11/22/2021 05:16:09,50.546,,,,
206,11/22/2021 06:12:58,50.800,,,,
207,11/22/2021 12:22:10,51.054,,,,
208,11/22/2021 12:28:28,51.308,,,,
209,11/22/2021 15:41:16,51.562,,,,
210,11/22/2021 15:50:17,51.816,,,,
211,11/23/2021 04:01:34,52.070,,,,
212,11/23/2021 04:02:05,52.324,,,,
213,11/23/2021 04:03:24,52.578,,,,
214,11/23/2021 04:06:17,52.832,,,,
215,11/23/2021 04:08:03,53.086,,,,
216,11/23/2021 04:09:57,53.340,,,,
217,11/23/2021 04:11:07,53.594,,,,
218,11/23/2021 04:12:56,53.848,,,,
219,11/23/2021 04:20:33,54.102,,,,
220,11/23/2021 04:26:49,54.356,,,,
221,11/23/2021 04:28:13,54.610,,,,
222,11/23/2021 04:29:14,54.864,,,,
223,11/23/2021 04:32:10,55.118,,,,
224,11/23/2021 04:34:57,55.372,,,,
225,11/23/2021 04:38:24,55.626,,,,
226,11/23/2021 04:41:05,55.880,,,,
227,11/23/2021 04:45:09,56.134,,,,
228,11/23/2021 04:52:33,56.388,,,,
229,11/23/2021 04:59:41,56.642,,,,
230,11/26/2021 00:32:40,56.896,,,,
231,11/26/2021 13:06:37,57.150,,,,
232,11/26/2021 13:06:46,57.404,,,,
233,11/26/2021 13:06:47,57.658,,,,
234,11/26/2021 13:06:48,57.912,,,,
235,11/26/2021 13:06:55,58.166,,,,
236,12/05/2021 01:32:25,58.420,,,,
237,12/05/2021 01:32:41,58.674,,,,
238,12/05/2021 01:32:48,58.928,,,,
239,12/05/2021 01:32:55,59.182,,,,
240,12/05/2021 01:33:05,59.436,,,,
241,12/05/2021 01:33:19,59.690,,,,
242,12/05/2021 01:33:33,59.944,,,,
243,12/05/2021 01:33:47,60.198,,,,
244,12/05/2021 01:34:00,60.452,,,,
245,12/05/2021 01:34:15,60.706,,,,
246,12/05/2021 01:34:28,60.960,,,,
247,12/05/2021 01:34:45,61.214,,,,
248,12/05/2021 01:34:58,61.468,,,,
249,12/05/2021 01:35:14,61.722,,,,
250,12/05/2021 01:35:28,61.976,,,,
251,12/05/2021 01:35:50,62.230,,,,
252,12/05/2021 01:36:06,62.484,,,,
253,12/05/2021 01:36:24,62.738,,,,
254,12/05/2021 01:36:38,62.992,,,,
255,12/05/2021 01:36:52,63.246,,,,
256,12/05/2021 01:37:04,63.500,,,,
257,12/05/2021 01:37:20,63.754,,,,
258,12/05/2021 01:37:33,64.008,,,,
259,12/05/2021 01:37:48,64.262,,,,
260,12/05/2021 01:38:01,64.516,,,,
261,12/05/2021 01:38:18,64.770,,,,
262,12/05/2021 01:38:30,65.024,,,,
263,12/05/2021 01:38:45,65.278,,,,
264,12/05/2021 01:38:56,65.532,,,,
265,12/05/2021 01:39:10,65.786,,,,
266,12/05/2021 01:39:23,66.040,,,,
267,12/05/2021 01:39:35,66.294,,,,
268,12/05/2021 01:39:46,66.548,,,,
269,12/05/2021 01:39:59,66.802,,,,
270,12/05/2021 01:40:12,67.056,,,,
271,12/05/2021 01:40:24,67.310,,,,
272,12/05/2021 01:40:33,67.564,,,,
273,12/05/2021 01:40:45,67.818,,,,
274,12/05/2021 01:40:54,68.072,,,,
275,12/05/2021 01:41:03,68.326,,,,
276,12/05/2021 01:41:12,68.580,,,,
277,12/05/2021 01:41:21,68.834,,,,
278,12/05/2021 01:41:29,69.088,,,,
279,12/05/2021 01:41:40,69.342,,,,
280,12/05/2021 01:41:47,69.596,,,,
281,12/05/2021 01:41:55,69.850,,,,
282,12/05/2021 01:42:02,70.104,,,,
283,12/05/2021 01:42:08,70.358,,,,
284,12/05/2021 01:42:14,70.612,,,,
285,12/05/2021 01:42:21,70.866,,,,
286,12/05/2021 01:42:26,71.120,,,,
287,12/05/2021 01:42:33,71.374,,,,
288,12/05/2021 01:42:38,71.628,,,,
289,12/05/2021 01:42:44,71.882,,,,
290,12/05/2021 01:42:50,72.136,,,,
291,12/05/2021 01:42:57,72.390,,,,
292,12/05/2021 01:43:02,72.644,,,,
293,12/05/2021 01:43:11,72.898,,,,
294,12/05/2021 01:43:17,73.152,,,,
295,12/05/2021 01:43:23,73.406,,,,
296,12/05/2021 01:43:29,73.660,,,,
297,12/05/2021 01:43:36,73.914,,,,
298,12/05/2021 01:43:43,74.168,,,,
299,12/05/2021 01:43:52,74.422,,,,
300,12/05/2021 01:43:58,74.676,,,,
301,12/05/2021 01:44:06,74.930,,,,
302,12/05/2021 01:44:12,75.184,,,,
303,12/05/2021 01:44:22,75.438,,,,
304,12/05/2021 01:44:29,75.692,,,,
305,12/05/2021 01:44:38,75.946,,,,
306,12/05/2021 01:44:46,76.200,,,,
307,12/05/2021 01:44:56,76.454,,,,
308,12/05/2021 01:45:04,76.708,,,,
309,12/05/2021 01:45:15,76.962,,,,
310,12/05/2021 01:45:25,77.216,,,,
311,12/05/2021 01:45:34,77.470,,,,
312,12/05/2021 01:45:42,77.724,,,,
313,12/05/2021 01:45:52,77.978,,,,
314,12/05/2021 01:46:01,78.232,,,,
315,12/05/2021 01:46:11,78.486,,,,
316,12/05/2021 01:46:20,78.740,,,,
317,12/05/2021 01:46:35,78.994,,,,
318,12/05/2021 01:46:44,79.248,,,,
319,12/05/2021 01:46:55,79.502,,,,
320,12/05/2021 01:47:05,79.756,,,,
321,12/05/2021 01:47:16,80.010,,,,
322,12/05/2021 01:47:28,80.264,,,,
323,12/05/2021 01:47:41,80.518,,,,
324,12/05/2021 01:47:52,80.772,,,,
325,12/05/2021 01:48:04,81.026,,,,
326,12/05/2021 01:48:14,81.280,,,,
327,12/05/2021 01:48:28,81.534,,,,
328,12/05/2021 01:48:38,81.788,,,,
329,12/05/2021 01:48:50,82.042,,,,
330,12/05/2021 01:49:01,82.296,,,,
331,12/05/2021 01:49:12,82.550,,,,
332,12/05/2021 01:49:23,82.804,,,,
333,12/05/2021 01:49:38,83.058,,,,
334,12/05/2021 01:49:51,83.312,,,,
335,12/05/2021 01:50:07,83.566,,,,
336,12/05/2021 01:50:21,83.820,,,,
337,12/05/2021 01:50:39,84.074,,,,
338,12/05/2021 01:51:00,84.328,,,,
339,12/05/2021 01:51:41,84.582,,,,
340,12/05/2021 01:52:30,84.836,,,,
341,12/05/2021 01:53:43,85.090,,,,
342,12/05/2021 01:54:55,85.344,,,,
343,12/05/2021 01:56:21,85.598,,,,
344,12/05/2021 02:00:58,85.852,,,,
345,12/05/2021 02:47:54,86.106,,,,
346,12/05/2021 03:05:08,86.360,,,,
347,12/05/2021 04:20:21,86.614,,,,
348,12/05/2021 04:33:05,86.868,,,,
349,12/05/2021 04:59:40,87.122,,,,
350,12/05/2021 05:29:48,87.376,,,,
351,12/05/2021 05:42:01,87.630,,,,
352,12/05/2021 05:55:43,87.884,,,,
353,12/05/2021 06:14:46,88.138,,,,
354,12/05/2021 06:28:32,88.392,,,,
355,12/05/2021 06:38:27,88.646,,,,
356,12/05/2021 06:47:12,88.900,,,,
357,12/05/2021 06:55:34,89.154,,,,
358,12/05/2021 07:03:15,89.408,,,,
359,12/05/2021 07:12:30,89.662,,,,
360,12/05/2021 07:38:35,89.916,,,,
361,12/06/2021 05:36:09,90.170,,,,
362,12/06/2021 05:41:24,90.424,,,,
363,12/06/2021 05:43:10,90.678,,,,
364,12/06/2021 06:06:54,90.932,,,,
365,12/06/2021 06:10:49,91.186,,,,
366,12/06/2021 06:20:06,91.440,,,,
367,12/06/2021 06:20:57,91.694,,,,
368,12/06/2021 06:21:20,91.948,,,,
369,12/06/2021 06:21:39,92.202,,,,
370,12/06/2021 06:21:54,92.456,,,,
371,12/06/2021 06:22:13,92.710,,,,
372,12/06/2021 06:22:29,92.964,,,,
373,12/06/2021 06:22:44,93.218,,,,
374,12/06/2021 06:23:00,93.472,,,,
375,12/06/2021 06:23:46,93.726,,,,
376,12/06/2021 06:27:36,93.980,,,,
377,12/06/2021 06:37:59,94.234,,,,
378,12/06/2021 06:39:51,94.488,,,,
379,12/06/2021 06:41:01,94.742,,,,
380,12/06/2021 06:41:25,94.996,,,,
381,12/06/2021 06:42:07,95.250,,,,
382,12/06/2021 06:42:44,95.504,,,,
383,12/06/2021 06:43:31,95.758,,,,
384,12/08/2021 01:30:30,96.012,,,,
385,12/08/2021 02:05:32,96.266,,,,
386,12/09/2021 00:26:54,96.520,,,,
387,12/10/2021 00:52:11,96.774,,,,
388,12/10/2021 00:59:54,97.028,,,,
389,12/10/2021 01:05:38,97.282,,,,
390,12/10/2021 01:09:48,97.536,,,,
391,12/10/2021 01:13:36,97.790,,,,
392,12/10/2021 01:18:23,98.044,,,,
393,12/10/2021 01:21:38,98.298,,,,
394,12/10/2021 01:24:48,98.552,,,,
395,12/10/2021 01:30:01,98.806,,,,
396,12/10/2021 01:38:20,99.060,,,,
397,12/12/2021 23:05:40,99.314,,,,
398,12/12/2021 23:30:22,99.568,,,,
399,12/12/2021 23:40:42,99.822,,,,
400,12/13/2021 01:13:48,100.076,,,,
401,12/13/2021 18:31:52,100.330,,,,
402,12/13/2021 19:43:04,100.584,,,,
403,12/14/2021 00:51:05,100.838,,,,
404,12/16/2021 19:07:58,101.092,,,,
405,12/16/2021 23:03:13,101.346,,,,
406,12/16/2021 23:29:46,101.600,,,,
407,12/16/2021 23:40:36,101.854,,,,
408,12/16/2021 23:48:21,102.108,,,,
409,12/17/2021 00:14:23,102.362,,,,
410,12/17/2021 00:44:14,102.616,,,,
411,12/17/2021 00:50:49,102.870,,,,
412,12/17/2021 00:57:30,103.124,,,,
413,12/17/2021 01:05:26,103.378,,,,
414,12/17/2021 01:29:30,103.632,,,,
415,12/17/2021 01:43:06,103.886,,,,
416,12/17/2021 03:22:06,104.140,,,,
417,12/17/2021 05:46:55,104.394,,,,
418,12/17/2021 05:53:37,104.648,,,,
419,12/17/2021 05:59:26,104.902,,,,
420,12/17/2021 06:14:14,105.156,,,,
421,12/17/2021 06:29:56,105.410,,,,
422,12/17/2021 06:40:19,105.664,,,,
423,12/17/2021 06:46:27,105.918,,,,
424,12/17/2021 06:50:07,106.172,,,,
425,12/17/2021 06:56:16,106.426,,,,
426,12/17/2021 07:11:02,106.680,,,,
427,12/17/2021 09:33:46,106.934,,,,
428,12/17/2021 09:37:46,107.188,,,,
429,12/17/2021 10:31:41,107.442,,,,
430,12/17/2021 11:04:09,107.696,,,,
431,12/17/2021 11:06:23,107.950,,,,
432,12/17/2021 11:08:28,108.204,,,,
433,12/17/2021 12:08:38,108.458,,,,
434,12/17/2021 12:08:43,,,,Logged,
435,12/17/2021 12:09:02,,Logged,,,
436,12/17/2021 12:09:43,,,Logged,,
437,12/17/2021 12:26:44,108.712,,,,
438,12/17/2021 12:27:24,108.966,,,,
439,12/17/2021 12:27:47,109.220,,,,
440,12/17/2021 12:28:39,109.474,,,,
441,12/17/2021 12:29:41,109.728,,,,
442,12/17/2021 12:31:42,109.982,,,,
443,12/17/2021 13:02:40,110.236,,,,
444,12/17/2021 13:04:04,110.490,,,,
445,12/17/2021 13:08:02,110.744,,,,
446,12/17/2021 13:10:40,110.998,,,,
447,12/17/2021 13:11:41,111.252,,,,
448,12/17/2021 13:12:31,111.506,,,,
449,12/17/2021 14:23:38,111.760,,,,
450,12/17/2021 15:28:07,112.014,,,,
451,12/17/2021 18:38:08,112.268,,,,
452,12/17/2021 20:13:19,112.522,,,,
453,12/17/2021 20:17:38,112.776,,,,
454,12/17/2021 21:29:05,113.030,,,,
455,12/17/2021 21:34:29,113.284,,,,
456,12/19/2021 21:12:54,113.538,,,,
457,12/20/2021 13:05:18,113.792,,,,
458,12/20/2021 13:07:00,114.046,,,,
459,12/20/2021 13:08:39,114.300,,,,
460,12/20/2021 13:12:58,114.554,,,,
461,12/21/2021 13:47:35,114.808,,,,
462,12/22/2021 01:50:10,115.062,,,,
463,12/22/2021 02:19:06,115.316,,,,
464,12/22/2021 02:52:33,115.570,,,,
465,12/24/2021 01:28:42,115.824,,,,
466,12/24/2021 01:38:14,116.078,,,,
467,12/24/2021 02:14:31,116.332,,,,
468,12/24/2021 02:52:01,116.586,,,,
469,12/24/2021 06:01:00,116.840,,,,
470,12/24/2021 06:07:26,117.094,,,,
471,12/24/2021 06:09:47,117.348,,,,
472,12/24/2021 06:15:31,117.602,,,,
473,12/24/2021 06:17:23,117.856,,,,
474,12/24/2021 07:45:33,118.110,,,,
475,12/24/2021 07:46:55,118.364,,,,
476,12/24/2021 07:47:55,118.618,,,,
477,12/24/2021 07:48:36,118.872,,,,
478,12/24/2021 07:50:04,119.126,,,,
479,12/24/2021 07:50:57,119.380,,,,
480,12/24/2021 07:52:34,119.634,,,,
481,12/24/2021 07:55:08,119.888,,,,
482,12/24/2021 11:47:44,120.142,,,,
483,12/24/2021 12:24:17,120.396,,,,
484,12/24/2021 15:00:52,120.650,,,,
485,12/24/2021 22:55:00,120.904,,,,
486,12/26/2021 11:55:03,121.158,,,,
487,12/27/2021 14:18:53,121.412,,,,
488,12/27/2021 14:27:11,121.666,,,,
489,12/27/2021 14:29:16,121.920,,,,
490,12/27/2021 14:33:25,122.174,,,,
491,12/27/2021 14:35:05,122.428,,,,
492,12/27/2021 14:36:41,122.682,,,,
493,12/27/2021 14:37:21,122.936,,,,
494,12/27/2021 14:37:57,123.190,,,,
495,12/27/2021 14:38:18,123.444,,,,
496,12/27/2021 14:38:40,123.698,,,,
497,12/27/2021 14:39:07,123.952,,,,
498,12/27/2021 14:39:50,124.206,,,,
499,12/27/2021 14:40:39,124.460,,,,
500,12/27/2021 14:41:28,124.714,,,,
501,12/27/2021 14:41:58,124.968,,,,
502,12/27/2021 14:42:41,125.222,,,,
503,12/27/2021 14:43:03,125.476,,,,
504,12/27/2021 14:43:27,125.730,,,,
505,12/27/2021 14:43:48,125.984,,,,
506,12/27/2021 14:44:15,126.238,,,,
507,12/27/2021 14:44:36,126.492,,,,
508,12/27/2021 14:44:56,126.746,,,,
509,12/27/2021 14:45:12,127.000,,,,
510,12/27/2021 14:45:30,127.254,,,,
511,12/27/2021 14:45:44,127.508,,,,
512,12/27/2021 14:46:00,127.762,,,,
513,12/27/2021 14:46:11,128.016,,,,
514,12/27/2021 14:46:26,128.270,,,,
515,12/27/2021 14:46:37,128.524,,,,
516,12/27/2021 14:46:50,128.778,,,,
517,12/27/2021 14:47:00,129.032,,,,
518,12/27/2021 14:47:10,129.286,,,,
519,12/27/2021 14:47:19,129.540,,,,
520,12/27/2021 14:47:29,129.794,,,,
521,12/27/2021 14:47:38,130.048,,,,
522,12/27/2021 14:47:46,130.302,,,,
523,12/27/2021 14:47:55,130.556,,,,
524,12/27/2021 14:48:05,130.810,,,,
525,12/27/2021 14:48:16,131.064,,,,
526,12/27/2021 14:48:30,131.318,,,,
527,12/27/2021 14:48:44,131.572,,,,
528,12/27/2021 14:49:02,131.826,,,,
529,12/27/2021 14:49:16,132.080,,,,
530,12/27/2021 14:49:32,132.334,,,,
531,12/27/2021 14:49:45,132.588,,,,
532,12/27/2021 14:49:57,132.842,,,,
533,12/27/2021 14:50:08,133.096,,,,
534,12/27/2021 14:50:20,133.350,,,,
535,12/27/2021 14:50:32,133.604,,,,
536,12/27/2021 14:50:51,133.858,,,,
537,12/27/2021 14:51:05,134.112,,,,
538,12/27/2021 14:51:27,134.366,,,,
539,12/27/2021 14:51:58,134.620,,,,
540,12/27/2021 14:52:36,134.874,,,,
541,12/27/2021 14:53:44,135.128,,,,
542,12/27/2021 14:54:44,135.382,,,,
543,12/27/2021 14:55:17,135.636,,,,
544,12/27/2021 14:56:00,135.890,,,,
545,12/27/2021 14:56:48,136.144,,,,
546,12/27/2021 14:57:27,136.398,,,,
547,12/27/2021 14:57:47,136.652,,,,
548,12/27/2021 14:58:04,136.906,,,,
549,12/27/2021 14:58:19,137.160,,,,
550,12/27/2021 14:58:36,137.414,,,,
551,12/27/2021 14:58:50,137.668,,,,
552,12/27/2021 14:59:08,137.922,,,,
553,12/27/2021 14:59:23,138.176,,,,
554,12/27/2021 14:59:45,138.430,,,,
555,12/27/2021 15:00:02,138.684,,,,
556,12/27/2021 15:00:21,138.938,,,,
557,12/27/2021 15:00:34,139.192,,,,
558,12/27/2021 15:00:48,139.446,,,,
559,12/27/2021 15:00:57,139.700,,,,
560,12/27/2021 15:01:10,139.954,,,,
561,12/27/2021 15:01:20,140.208,,,,
562,12/27/2021 15:01:31,140.462,,,,
563,12/27/2021 15:01:40,140.716,,,,
564,12/27/2021 15:01:50,140.970,,,,
565,12/27/2021 15:01:58,141.224,,,,
566,12/27/2021 15:02:07,141.478,,,,
567,12/27/2021 15:02:13,141.732,,,,
568,12/27/2021 15:02:21,141.986,,,,
569,12/27/2021 15:02:28,142.240,,,,
570,12/27/2021 15:02:37,142.494,,,,
571,12/27/2021 15:02:44,142.748,,,,
572,12/27/2021 15:02:51,143.002,,,,
573,12/27/2021 15:02:57,143.256,,,,
574,12/27/2021 15:03:06,143.510,,,,
575,12/27/2021 15:03:10,143.764,,,,
576,12/27/2021 15:03:17,144.018,,,,
577,12/27/2021 15:03:23,144.272,,,,
578,12/27/2021 15:03:29,144.526,,,,
579,12/27/2021 15:03:35,144.780,,,,
580,12/27/2021 15:03:41,145.034,,,,
581,12/27/2021 15:03:47,145.288,,,,
582,12/27/2021 15:03:53,145.542,,,,
583,12/27/2021 15:03:59,145.796,,,,
584,12/27/2021 15:04:06,146.050,,,,
585,12/27/2021 15:04:12,146.304,,,,
586,12/27/2021 15:04:20,146.558,,,,
587,12/27/2021 15:04:27,146.812,,,,
588,12/27/2021 15:04:37,147.066,,,,
589,12/27/2021 15:04:46,147.320,,,,
590,12/27/2021 15:04:57,147.574,,,,
591,12/27/2021 15:05:08,147.828,,,,
592,12/27/2021 15:05:25,148.082,,,,
593,12/27/2021 15:05:43,148.336,,,,
594,12/27/2021 15:05:59,148.590,,,,
595,12/27/2021 15:06:10,148.844,,,,
596,12/27/2021 15:06:23,149.098,,,,
